census_subdivision_id,broadband_coverage,dsl_cable_coverage,fixed_wireless_coverage,mobility_coverage,satellite_coverage
5949813,0.845000,0.186000,0.845000,0.734000,0.847000
5949814,0.000000,0.000000,0.000000,0.633000,1.000000
5949815,0.920000,0.000000,0.920000,0.000000,0.920000
5949816,0.919000,0.000000,0.919000,0.000000,0.919000
5949817,0.976000,0.719000,0.976000,0.777000,0.976000
5949818,1.000000,0.441000,1.000000,0.946000,1.000000
5949819,1.000000,0.737000,1.000000,0.796000,1.000000
5949820,1.000000,0.737000,1.000000,0.796000,1.000000
5949830,0.000000,0.000000,0.000000,0.000000,1.000000
5949832,0.000000,0.000000,0.000000,0.000000,1.000000
5949843,0.000000,0.000000,0.000000,0.000000,1.000000
5949844,0.987000,0.000000,0.987000,0.904000,1.000000
5949845,1.000000,1.000000,0.000000,0.000000,1.000000
5949846,0.000000,0.000000,0.000000,0.000000,0.383000
5949847,0.000000,0.000000,0.000000,0.000000,1.000000
5951007,0.988000,0.661000,0.956000,1.000000,1.000000
5951009,0.984000,0.722000,0.968000,1.000000,1.000000
5951013,0.899000,0.604000,0.848000,1.000000,1.000000
5951015,0.011000,0.002000,0.011000,0.019000,0.034000
5951017,0.127000,0.016000,0.120000,0.162000,0.191000
5951019,0.217000,0.008000,0.217000,0.230000,0.289000
5951022,1.000000,0.822000,1.000000,1.000000,1.000000
5951028,0.150000,0.017000,0.150000,0.194000,0.209000
5951031,0.037000,0.000000,0.037000,0.017000,0.076000
5951032,0.190000,0.000000,0.190000,0.000000,0.192000
5951034,0.926000,0.722000,0.926000,0.938000,0.938000
5951038,0.897000,0.846000,0.897000,0.897000,0.897000
5951043,1.000000,0.957000,1.000000,1.000000,1.000000
5951051,0.167000,0.056000,0.166000,0.188000,0.216000
5951053,0.024000,0.002000,0.024000,0.028000,0.057000
5951801,0.000000,0.000000,0.000000,0.000000,0.650000
5951802,1.000000,0.000000,1.000000,1.000000,1.000000
5951803,1.000000,0.978000,1.000000,1.000000,1.000000
5951804,1.000000,0.000000,1.000000,1.000000,1.000000
5951805,0.091000,0.000000,0.091000,0.767000,0.767000
5951806,0.903000,0.284000,0.810000,1.000000,1.000000
5951807,0.993000,0.427000,0.991000,1.000000,1.000000
5951809,1.000000,0.008000,1.000000,0.991000,1.000000
5951810,0.000000,0.000000,0.000000,0.000000,0.814000
5951811,0.000000,0.000000,0.000000,0.000000,0.000000
5951813,1.000000,0.000000,1.000000,0.964000,1.000000
5951814,0.000000,0.000000,0.000000,0.000000,0.704000
5951815,1.000000,0.980000,1.000000,1.000000,1.000000
5951818,0.791000,0.000000,0.791000,0.342000,0.959000
5951819,1.000000,0.000000,1.000000,0.586000,1.000000
5951820,1.000000,0.000000,1.000000,1.000000,1.000000
5951821,0.005000,0.000000,0.005000,1.000000,1.000000
5951822,1.000000,0.000000,1.000000,0.016000,1.000000
5951823,1.000000,0.000000,1.000000,0.586000,1.000000
5951824,0.452000,0.000000,0.452000,0.000000,1.000000
5951825,0.000000,0.000000,0.000000,0.000000,1.000000
5951826,0.452000,0.000000,0.452000,0.000000,1.000000
5951827,1.000000,0.980000,1.000000,1.000000,1.000000
5951828,0.000000,0.000000,0.000000,0.000000,1.000000
5951829,0.000000,0.000000,0.000000,0.000000,1.000000
5951830,0.879000,0.000000,0.879000,0.978000,0.978000
5951833,0.000000,0.000000,0.000000,0.000000,1.000000
5951840,0.692000,0.692000,0.290000,1.000000,1.000000
5951844,1.000000,0.980000,1.000000,1.000000,1.000000
5951845,0.000000,0.000000,0.000000,0.000000,0.281000
5951846,0.000000,0.000000,0.000000,0.000000,0.000000
5951848,0.000000,0.000000,0.000000,0.000000,1.000000
5951849,1.000000,0.997000,1.000000,1.000000,1.000000
5953007,0.962000,0.962000,0.000000,0.999000,1.000000
5953012,0.920000,0.920000,0.000000,1.000000,1.000000
5953019,0.010000,0.010000,0.000000,0.044000,0.069000
5953023,0.996000,0.845000,0.986000,1.000000,1.000000
5953033,0.168000,0.168000,0.000000,0.475000,0.485000
5953038,0.317000,0.030000,0.305000,0.554000,0.605000
5953042,0.202000,0.038000,0.202000,0.232000,0.350000
5953044,0.593000,0.142000,0.593000,0.593000,0.593000
5953046,0.190000,0.000000,0.190000,0.311000,0.431000
5953048,0.023000,0.004000,0.022000,0.050000,0.069000
5953050,0.000000,0.000000,0.000000,0.005000,0.013000
5953801,1.000000,0.000000,1.000000,1.000000,1.000000
5953802,0.000000,0.000000,0.000000,0.000000,0.965000
5955003,0.032000,0.017000,0.032000,0.036000,0.039000
5955005,1.000000,0.643000,1.000000,1.000000,1.000000
5955010,0.426000,0.340000,0.426000,0.434000,0.440000
5955014,1.000000,0.912000,1.000000,1.000000,1.000000
5955021,0.165000,0.008000,0.165000,0.177000,0.181000
5955023,0.048000,0.004000,0.048000,0.065000,0.076000
5955025,0.197000,0.046000,0.197000,0.108000,0.209000
5955030,0.990000,0.784000,0.990000,1.000000,1.000000
5955034,1.000000,0.952000,1.000000,1.000000,1.000000
5955040,0.017000,0.005000,0.012000,0.022000,0.026000
5955042,0.720000,0.153000,0.720000,0.749000,0.749000
5955801,0.025000,0.000000,0.025000,0.992000,1.000000
5955802,0.010000,0.000000,0.010000,0.491000,0.970000
5955803,0.000000,0.000000,0.000000,0.242000,0.930000
5955804,0.000000,0.000000,0.000000,0.591000,0.817000
5955807,0.000000,0.000000,0.000000,0.000000,0.865000
5955808,0.000000,0.000000,0.000000,0.161000,0.183000
5955812,0.000000,0.000000,0.000000,0.000000,0.437000
5957022,0.000000,0.000000,0.000000,0.000000,0.002000
5957802,0.000000,0.000000,0.000000,0.000000,1.000000
5957803,0.000000,0.000000,0.000000,0.000000,0.447000
5957804,0.000000,0.000000,0.000000,0.000000,0.915000
5957813,1.000000,1.000000,0.000000,0.000000,1.000000
5957814,0.842000,0.842000,0.000000,0.000000,0.842000
5959007,0.004000,0.004000,0.000000,0.005000,0.007000
5959805,0.000000,0.000000,0.000000,1.000000,1.000000
5959806,0.406000,0.406000,0.000000,0.637000,0.669000
5959809,0.000000,0.000000,0.000000,0.000000,0.000000
5959810,0.846000,0.846000,0.000000,0.844000,0.846000
