census_year,census_subdivision_id,reference_point_longitude,reference_point_latitude,reference_point_elevation,elevation_mean,elevation_max,elevation_min
2011,5935018,-119.735499,49.775183,344,483.2367031,798,337
2011,5935020,-119.688002,50.024243,1439,1184.305847,1908,341
2011,5935029,-119.611334,49.863916,528,649.2327792,1435,339
2011,5935801,-119.397116,50.009308,434,435.1312287,486,424
2011,5935802,-119.60734,49.839911,406,414.2730967,512,340
2011,5935803,-119.538021,49.881191,403,397.4248602,473,342
2011,5937005,-118.971978,50.249585,537,556.4436474,792,493
2011,5937010,-119.167702,50.224277,497,592.5384483,1248,390
2011,5937014,-119.347403,50.229602,447,504.9450003,930,342
2011,5937017,-119.50803,50.360354,971,1068.135776,2040,342
2011,5937021,-119.099698,50.361423,1684,1204.899433,1889,411
2011,5937022,-118.878144,50.169909,1027,1220.08856,2166,390
2011,5937023,-118.514052,50.359978,684,1457.363506,2870,456
2011,5937024,-119.204576,50.438024,397,589.0468228,1572,343
2011,5937028,-119.198011,50.444312,369,374.5741321,401,338
2011,5937033,-119.144154,50.553869,364,392.2411722,547,349
2011,5937041,-118.755404,50.682164,555,1163.030759,2675,347
2011,5937801,-119.362518,50.322836,361,506.8124723,913,342
2011,5937802,-119.144841,50.532123,408,459.9583388,710,350
2011,5937803,-119.338475,50.24704,350,353.8359511,357,342
2011,5937805,-119.233657,50.387281,395,400.806135,422,382
2011,5939007,-116.962455,51.297632,793,816.9972516,974,780
2011,5939011,-117.330261,51.584189,1003,1813.786204,3658,352
2011,5939019,-118.192816,50.996758,459,533.6831585,1080,437
2011,5939023,-117.978412,51.249551,2163,1543.944459,3306,425
2011,5939032,-119.284492,50.700369,357,615.7760233,1571,340
2011,5939037,-119.273483,50.852166,1046,716.5462256,1750,346
2011,5939039,-119.472462,50.574086,1588,1055.87378,1805,350
2011,5939043,-118.72336,50.976181,378,1269.302048,2822,345
2011,5939044,-119.022362,51.203853,475,1229.832448,2673,303
2011,5939045,-118.979456,50.836316,361,380.1178005,723,346
2011,5939801,-119.592512,50.858874,454,427.7923337,577,347
2011,5939802,-119.640437,50.959142,906,729.7074755,1210,405
2011,5939803,-119.32188,50.784919,352,389.5418871,528,347
2011,5939804,-119.333227,50.443478,547,512.6413812,841,423
2011,5939805,-119.599938,50.887684,363,389.5651221,756,344
2011,5939806,-119.316044,50.49497,645,611.1168927,1185,413
2011,5939807,-119.473865,50.915135,363,394.3130789,757,345
2011,5939808,-119.324624,50.705209,364,416.1442143,523,344
2011,5939811,-119.317642,50.734502,364,377.242589,504,342
2011,5941005,-121.298064,51.639042,935,1018.605713,1251,902
2011,5941009,-122.134924,52.129446,598,685.0454592,948,500
2011,5941010,-122.228276,52.361149,977,899.0945064,1398,396
2011,5941012,-122.124442,51.821565,893,967.5664455,1664,328
2011,5941013,-122.473934,52.986044,503,544.245458,777,466
2011,5941014,-121.249979,52.482499,834,1207.979627,2926,569
2011,5941015,-121.557409,51.815021,858,1062.68901,1653,746
2011,5941016,-120.701624,51.907515,986,1157.230433,2337,628
2011,5941017,-120.914558,51.547157,1137,1168.563436,1743,919
2011,5941019,-122.280999,52.775536,1126,824.2743041,1495,431
2011,5941021,-122.644409,53.173898,789,777.3436805,1339,470
2011,5941025,-121.64565,53.121012,1552,1372.329865,1786,1082
2011,5941026,-121.519909,53.088067,1220,1266.016526,2895,481
2011,5941027,-123.594037,52.957472,846,1089.962612,1860,427
2011,5941039,-124.970279,52.106482,1226,1450.957493,3859,336
2011,5941041,-123.010362,51.842751,1027,1270.25238,3057,326
2011,5941801,-122.224505,51.789502,701,746.2292978,959,656
2011,5941802,-120.985994,51.77814,791,849.2173427,1206,766
2011,5941803,-121.47212,51.795503,818,816.1534884,832,808
2011,5941804,-122.250402,51.530186,1041,942.784842,1284,326
2011,5941805,-122.091141,52.268107,775,758.5376708,947,673
2011,5941806,-122.20396,51.586191,722,740.4536697,838,682
2011,5941807,-122.090804,51.593045,835,885.1729345,1059,789
2011,5941808,-123.938104,51.473989,1268,1243.653732,1335,1214
2011,5941809,-122.480141,52.948292,592,593.0860897,655,467
2011,5941810,-122.265124,52.318039,653,605.0305001,828,413
2011,5941811,-122.175662,51.836494,963,911.4959317,969,833
2011,5941812,-121.99015,52.107259,615,667.0386432,893,568
2011,5941813,-121.130582,51.741863,852,860.8682171,896,836
2011,5941817,-124.311481,52.20473,1118,1118.08599,1133,1105
2011,5941818,-124.315327,52.175155,1153,1155.117647,1167,1150
2011,5941819,-124.364526,52.301179,1143,1145.381155,1155,1137
2011,5941820,-124.400324,52.299799,1167,1169.233333,1179,1164
2011,5941821,-123.172309,52.016028,705,829.7731265,1152,650
2011,5941827,-124.216783,52.305996,1088,1095.005494,1116,1081
2011,5941828,-124.113898,51.412964,1185,1182.640025,1201,1173
2011,5941829,-124.111879,51.422749,1233,1209.707613,1258,1170
2011,5941831,-123.845506,51.485672,1340,1290.085327,1542,1211
2011,5941833,-124.489618,53.092496,1125,1038.92341,1169,958
2011,5941834,-125.450956,52.57398,1092,1092.662183,1111,1078
2011,5941835,-123.841184,52.98706,1007,1007.287029,1034,1000
2011,5941837,-123.582565,52.951332,838,842.8377635,900,834
2011,5941838,-124.057969,52.206888,957,956.9144385,967,955
2011,5941839,-123.951858,52.138168,905,929.8392792,1088,883
2011,5941840,-125.304508,52.47502,1084,1092.248483,1111,1083
2011,5941841,-123.136015,51.923308,707,744.4449778,954,622
2011,5941842,-124.362311,52.197407,1146,1148.112815,1161,1133
2011,5941843,-124.44739,52.202743,1191,1190.255823,1199,1184
2011,5941844,-124.163401,52.284787,1083,1085.190451,1108,1072
2011,5941845,-125.328526,52.488221,1085,1086.551788,1100,1083
2011,5941846,-124.175119,52.293675,1074,1075.101796,1085,1071
2011,5941847,-124.092266,52.351204,993,1004.326613,1050,988
2011,5941848,-124.279412,52.322694,1099,1101.352605,1118,1092
2011,5941849,-122.554834,51.997068,985,986.3960217,1025,962
2011,5941850,-122.483158,51.932211,878,888.5620181,1100,700
2011,5941851,-125.121494,52.289559,1136,1132.904385,1147,1125
2011,5941852,-123.520569,53.183029,820,816.2363861,862,804
2011,5941854,-125.044201,52.378913,1235,1237.803994,1246,1233
2011,5941855,-121.579169,51.849458,809,810.0714286,816,807
2011,5941856,-124.283297,52.490102,1138,1140.391449,1153,1134
2011,5941858,-125.417625,52.585366,1085,1088.550189,1104,1081
2011,5941859,-125.523655,52.728174,1035,1036.51682,1058,1031
2011,5941860,-125.661142,52.912618,1135,1146.037205,1191,1127
2011,5941861,-125.405568,52.920349,1118,1117.921494,1123,1111
2011,5941862,-125.159106,52.970211,1071,1070.264245,1091,1062
2011,5941863,-124.994028,52.994007,1048,1045.663495,1105,1032
2011,5941864,-124.334717,53.120809,1038,1043.375648,1070,1031
2011,5941865,-124.718537,53.310332,936,942.0196809,975,926
2011,5941866,-123.499889,53.210691,802,810.4305638,865,797
2011,5941868,-122.093247,51.817014,921,917.9868843,972,892
2011,5941871,-125.155836,52.356677,1122,1123.020408,1129,1117
2011,5941872,-122.113913,51.840196,948,940.3586165,969,929
2011,5941873,-122.116887,51.825221,901,895.5977011,934,858
2011,5941876,-124.071155,51.417174,1181,1181.597057,1200,1172
2011,5941879,-123.914871,52.150272,884,884.6212121,888,880
2011,5941880,-125.273037,52.447252,1110,1104.6726,1123,1086
2011,5941881,-123.811627,52.98813,971,970.1920904,988,959
2011,5941882,-122.494402,52.572013,463,504.2191941,676,432
2011,5941883,-123.239659,52.10952,1028,1028.527968,1052,1018
2011,5941884,-124.05002,51.431298,1226,1224.527931,1321,1181
2011,5941885,-122.090058,51.850281,970,965.8541033,992,931
2011,5943008,-126.920608,50.579986,66,28.63846307,99,0
2011,5943012,-127.089486,50.585796,36,46.50418246,216,0
2011,5943017,-127.482631,50.422031,22,54.9407627,513,0
2011,5943023,-127.440517,50.701682,68,36.95926634,178,-1
2011,5943027,-128.119165,50.641637,311,76.16014316,1262,0
2011,5943031,-127.359733,50.57825,66,262.2943609,1411,-226
2011,5943033,-126.635745,50.246978,857,631.7274395,1863,0
2011,5943037,-126.177574,51.208268,486,787.2695625,3982,-94
2011,5943804,-127.405621,50.695293,7,5.157894737,7,2
2011,5943806,-127.497518,50.738206,36,26.61407767,60,0
2011,5943807,-126.593741,50.595268,52,31.59641256,60,0
2011,5943808,-126.597163,50.694814,62,62.80270793,193,0
2011,5943809,-126.821061,50.923593,18,21.2037037,52,4
2011,5943813,-126.174778,50.973638,17,25.06402439,150,7
2011,5943815,-127.410131,50.694074,11,13.18918919,22,0
2011,5943816,-127.569272,50.614909,24,27.5503876,54,13
2011,5943817,-127.384115,50.697102,12,11.95567867,29,4
2011,5943836,-127.903367,50.909119,21,39.23378237,162,0
2011,5943837,-126.93993,50.595436,16,44.51670435,92,0
2011,5945006,-127.80171,51.973033,242,534.3774646,3549,-8
2011,5945010,-126.031995,52.382106,1379,1389.028797,3030,45
2011,5945012,-126.60184,52.376935,48,1020.401918,2322,10
2011,5945014,-126.757331,52.374236,9,1015.379428,2512,0
2011,5945801,-128.157025,52.153928,58,47.57572067,165,0
2011,5945802,-126.720521,52.381625,241,153.7107759,1032,1
2011,5945803,-127.207345,51.679299,17,48.56887971,483,2
2011,5947007,-130.106653,54.185966,177,214.8629114,889,0
2011,5947012,-130.318448,54.270576,430,105.6633651,707,0
2011,5947016,-130.412604,54.556845,62,348.3814616,2210,0
2011,5947021,-129.494851,54.068942,1089,183.6532941,1824,-5
2011,5947023,-132.109369,54.020119,13,12.26649774,95,0
2011,5947026,-132.087834,53.248946,12,92.02031061,447,0
2011,5947027,-131.88906,53.950903,55,46.90412817,1120,0
2011,5947030,-132.169341,53.687067,22,17.12018424,94,0
2011,5947032,-131.743382,52.823288,281,51.57782359,1159,0
2011,5947803,-132.179045,54.035343,15,11.57304467,24,0
2011,5947804,-131.982788,53.275525,65,68.13277147,205,0
2011,5947806,-129.258728,53.421381,52,48.87176665,140,0
2011,5947807,-130.42006,53.758503,2,32.99028544,177,0
2011,5947809,-130.356706,54.441101,129,151.4158935,850,0
2011,5947810,-130.438994,54.340315,23,50.0191005,265,0
2011,5949005,-128.7003,54.007638,13,144.4066892,874,0
2011,5949011,-128.569917,54.463463,218,145.025465,310,49
2011,5949013,-128.622219,54.552558,171,963.1768312,2750,1
2011,5949018,-128.531889,54.508922,76,108.021292,387,51
2011,5949020,-127.854534,53.224899,56,528.6804396,2704,-3
2011,5949022,-127.643419,55.255209,334,290.7465107,368,213
2011,5949024,-127.585437,55.24272,334,363.4364379,792,214
2011,5949028,-127.904535,55.419996,1079,950.4223485,2501,141
2011,5949032,-129.989287,55.999021,1035,1231.495722,2475,0
2011,5949035,-129.37618,55.131319,24,639.2305281,2251,0
2011,5949038,-130.021589,58.479465,837,1250.510496,2307,204
2011,5949039,-129.248287,56.056017,251,1017.998763,2728,0
2011,5949041,-130.217488,57.440048,814,1254.616939,3092,0
2011,5949802,-128.529121,52.587839,82,88.19805304,498,0
2011,5949803,-128.644841,53.973065,32,53.76654633,224,0
2011,5949804,-128.670293,54.522592,78,175.2848317,621,50
2011,5949805,-128.462345,54.562484,82,84.1377749,133,75
2011,5949807,-128.583851,54.493153,59,58.95652174,61,52
2011,5949810,-127.33689,55.039785,407,414.9817021,435,394
2011,5949811,-127.598441,55.256982,326,306.8912093,352,223
2011,5949812,-127.66711,55.263833,242,264.0324103,344,211
2011,5949813,-127.689257,55.349565,244,271.2664512,502,228
2011,5949814,-127.79837,55.097506,297,259.3341878,371,180
2011,5949815,-128.072022,55.266583,347,374.1294204,470,318
2011,5949816,-128.06493,55.099941,179,209.2790268,355,168
2011,5949817,-127.331519,55.016169,398,410.4639617,536,361
2011,5949818,-127.683868,55.306533,233,240.8690476,319,219
2011,5949819,-127.339611,55.028391,444,422.2494469,456,402
2011,5949820,-127.318711,55.029546,419,412.2974565,457,359
2011,5949830,-130.001944,57.839185,841,841.9414226,846,836
2011,5949832,-129.991284,57.840247,854,864.0493033,916,844
2011,5949843,-131.174146,57.903266,291,290.356998,301,281
2011,5949844,-128.415546,54.608805,157,111.285473,180,79
2011,5949845,-130.025137,58.472424,792,787.8905325,824,753
2011,5949846,-130.990357,58.00978,340,320.7225745,453,205
2011,5949847,-131.14611,57.917054,388,427.5214225,504,324
2011,5951007,-124.002575,54.015383,636,672.0396525,753,630
2011,5951009,-124.841605,54.059464,708,723.9096804,1088,674
2011,5951013,-124.228754,54.474247,815,783.1660579,992,680
2011,5951015,-125.180218,55.020315,918,1066.660659,2250,0
2011,5951017,-124.948331,53.826056,1103,943.553811,1657,661
2011,5951019,-123.939491,53.865031,847,915.3214912,1540,618
2011,5951022,-125.745433,54.227991,801,741.789086,811,698
2011,5951028,-125.766687,54.316245,921,1023.350881,1754,678
2011,5951031,-126.000415,53.778782,852,1086.749875,2632,678
2011,5951032,-126.216891,54.973113,852,746.416298,1024,563
2011,5951034,-126.669332,54.397425,596,650.449486,967,573
2011,5951038,-127.054025,54.682463,547,536.0456186,601,496
2011,5951043,-127.164601,54.786424,500,499.7050342,618,447
2011,5951051,-127.171009,54.74656,564,1046.241756,2609,372
2011,5951053,-126.809915,55.009863,971,1086.980006,2581,315
2011,5951801,-125.072587,54.597814,682,697.3382353,769,676
2011,5951802,-124.59923,54.078689,697,695.3071635,757,672
2011,5951803,-124.24138,54.431202,698,701.3999223,805,680
2011,5951804,-124.394325,54.418363,681,682.1889324,687,678
2011,5951805,-124.506741,54.570901,696,696.8550355,769,678
2011,5951806,-124.768119,54.060454,694,709.1892103,793,676
2011,5951807,-124.920018,54.054993,677,708.8987717,855,671
2011,5951809,-124.118102,53.944627,729,729.4181275,759,709
2011,5951810,-124.732754,54.652514,699,699.1445827,742,680
2011,5951811,-126.02802,55.320451,699,697.6172414,703,687
2011,5951813,-124.181375,53.924433,728,728.1926606,737,719
2011,5951814,-125.129189,54.877469,713,729.8136411,813,687
2011,5951815,-125.767901,54.238947,731,718.4274466,748,700
2011,5951818,-125.705644,54.003972,830,869.1089041,986,729
2011,5951819,-125.853826,53.990128,964,938.9966063,969,911
2011,5951820,-125.897716,54.333449,700,700.4187867,708,696
2011,5951821,-126.134306,54.419011,795,798.2858482,817,781
2011,5951822,-125.953134,54.011658,721,738.7830232,792,716
2011,5951823,-125.879453,53.997504,871,867.267672,908,819
2011,5951824,-125.653616,53.948444,876,888.3553554,958,860
2011,5951825,-126.494471,53.987486,787,770.4625,833,717
2011,5951826,-125.666567,53.933816,786,793.5889262,830,771
2011,5951827,-125.762072,54.238685,748,749.2377049,769,725
2011,5951828,-126.618968,55.323342,768,762.8076596,887,709
2011,5951829,-126.150055,54.817087,731,722.6829559,738,711
2011,5951830,-127.016121,54.747121,781,775.1412852,817,717
2011,5951833,-126.486132,53.987966,824,785.7424242,846,717
2011,5951840,-124.196444,54.469545,781,777.7108656,791,771
2011,5951844,-125.783756,54.223868,712,713.6324786,753,700
2011,5951845,-126.50859,55.069948,753,761.2745098,884,711
2011,5951846,-126.321687,55.04676,772,783.1573596,974,711
2011,5951847,-125.639899,54.485814,735,736.8484848,766,713
2011,5951848,-125.969248,55.481022,694,708.8601291,770,688
2011,5951849,-124.267659,54.453858,701,700.6221929,715,686
2011,5953007,-119.265819,52.829016,784,793.0076555,884,772
2011,5953012,-120.166653,53.306094,723,723.0319035,734,707
2011,5953019,-119.71875,53.101594,786,1649.452444,3955,627
2011,5953023,-122.775323,53.924409,597,685.7500279,890,561
2011,5953033,-123.146622,55.310931,695,710.6442365,1242,665
2011,5953038,-123.108124,54.059528,801,745.9333344,994,571
2011,5953042,-123.074748,53.654322,903,793.0598895,1432,508
2011,5953044,-122.518183,53.720601,774,828.1159584,1752,546
2011,5953046,-122.435563,53.526711,1138,955.500805,1735,522
2011,5953048,-121.384135,53.983947,990,1127.829625,3265,567
2011,5953050,-122.87175,54.833444,692,986.5451072,2512,592
2011,5953801,-122.62839,54.019421,577,582.2122972,668,573
2011,5953802,-123.055345,54.957544,760,728.062736,807,675
2011,5955003,-121.084411,55.065938,1297,1212.85915,2038,711
2011,5955005,-120.132466,55.717343,652,649.2777271,712,602
2011,5955010,-121.642938,55.728551,893,845.9746426,1395,570
2011,5955014,-120.226496,55.755283,663,675.1683851,757,624
2011,5955021,-120.2288,54.984411,943,1108.839651,2803,0
2011,5955023,-121.741412,55.64799,625,1063.259484,2466,401
2011,5955025,-122.046932,56.051651,718,733.1349087,1432,443
2011,5955030,-120.680171,56.155466,480,494.9755549,623,403
2011,5955034,-120.827473,56.241094,690,680.1489438,718,474
2011,5955040,-123.096855,57.188132,1195,1161.545483,3020,0
2011,5955042,-120.773502,56.240658,682,649.7784982,883,394
2011,5955801,-121.627875,55.845872,742,767.2621706,1039,692
2011,5955802,-121.899746,55.812999,801,732.3341375,923,697
2011,5955803,-121.094772,56.702909,672,661.8475418,712,626
2011,5955804,-120.495564,56.573228,642,658.0587829,692,618
2011,5955807,-125.633945,57.425937,765,763.7400116,784,754
2011,5955808,-121.869049,56.475975,666,627.4662902,721,545
2011,5955812,-124.905182,56.791164,698,701.8734775,743,671
2011,5957022,-131.151394,58.199236,1170,1257.153079,4658,0
2011,5957802,-133.702632,59.566956,687,685.0576923,696,670
2011,5957803,-133.668144,59.496029,696,698.1488719,757,668
2011,5957804,-129.225562,59.188414,755,736.9025271,766,707
2011,5957813,-128.492485,59.925786,585,584.6076233,593,578
2011,5957814,-128.492579,59.932682,583,587.5989529,604,576
2011,5959007,-122.919066,59.100156,368,756.6878839,2939,0
2011,5959805,-121.710499,58.283756,352,349.657754,354,342
2011,5959806,-122.6077,58.797307,383,370.5015724,449,282
2011,5959809,-120.915142,58.358918,360,362.9183099,368,358
2011,5959810,-122.710688,58.092562,583,575.6236742,614,534
