CENSUS_SUBDIVISION_ID,LANGUAGE,COUNT_SPOKEN_AT_HOME
5909831,Hindi,(null)
5909831,Hungarian,(null)
5909831,Ilocano,(null)
5909831,Italian,(null)
5909831,Japanese,(null)
5909831,Korean,(null)
5909831,Malay,(null)
5909831,Mandarin,(null)
5909831,Other non-official language,(null)
5909831,Panjabi (Punjabi),(null)
5909831,Persian (Farsi),(null)
5909831,Polish,(null)
5909831,Portuguese,(null)
5909831,Romanian,(null)
5909831,Russian,(null)
5909831,Serbian,(null)
5909831,Spanish,(null)
5909831,"Tagalog (Pilipino, Filipino)",(null)
5909831,Tamil,(null)
5909831,Ukrainian,(null)
5909831,Vietnamese,(null)
5909832,Arabic,0
5909832,Cantonese,0
5909832,Croatian,0
5909832,Czech,0
5909832,Dutch,0
5909832,English,590
5909832,English and French,0
5909832,Finnish,0
5909832,French,0
5909832,German,0
5909832,Greek,0
5909832,Hindi,0
5909832,Hungarian,0
5909832,Ilocano,0
5909832,Italian,0
5909832,Japanese,0
5909832,Korean,0
5909832,Malay,0
5909832,Mandarin,0
5909832,Other non-official language,0
5909832,Panjabi (Punjabi),0
5909832,Persian (Farsi),0
5909832,Polish,0
5909832,Portuguese,0
5909832,Romanian,0
5909832,Russian,0
5909832,Serbian,0
5909832,Spanish,0
5909832,"Tagalog (Pilipino, Filipino)",0
5909832,Tamil,0
5909832,Ukrainian,0
5909832,Vietnamese,0
5909833,Arabic,(null)
5909833,Cantonese,(null)
5909833,Croatian,(null)
5909833,Czech,(null)
5909833,Dutch,(null)
5909833,English,(null)
5909833,English and French,(null)
5909833,Finnish,(null)
5909833,French,(null)
5909833,German,(null)
5909833,Greek,(null)
5909833,Hindi,(null)
5909833,Hungarian,(null)
5909833,Ilocano,(null)
5909833,Italian,(null)
5909833,Japanese,(null)
5909833,Korean,(null)
5909833,Malay,(null)
5909833,Mandarin,(null)
5909833,Other non-official language,(null)
5909833,Panjabi (Punjabi),(null)
5909833,Persian (Farsi),(null)
5909833,Polish,(null)
5909833,Portuguese,(null)
5909833,Romanian,(null)
5909833,Russian,(null)
5909833,Serbian,(null)
5909833,Spanish,(null)
5909833,"Tagalog (Pilipino, Filipino)",(null)
5909833,Tamil,(null)
5909833,Ukrainian,(null)
5909833,Vietnamese,(null)
5909834,Arabic,(null)
5909834,Cantonese,(null)
5909834,Croatian,(null)
5909834,Czech,(null)
5909834,Dutch,(null)
5909834,English,(null)
5909834,English and French,(null)
5909834,Finnish,(null)
5909834,French,(null)
5909834,German,(null)
5909834,Greek,(null)
5909834,Hindi,(null)
5909834,Hungarian,(null)
5909834,Ilocano,(null)
5909834,Italian,(null)
5909834,Japanese,(null)
5909834,Korean,(null)
5909834,Malay,(null)
5909834,Mandarin,(null)
5909834,Other non-official language,(null)
5909834,Panjabi (Punjabi),(null)
5909834,Persian (Farsi),(null)
5909834,Polish,(null)
5909834,Portuguese,(null)
5909834,Romanian,(null)
5909834,Russian,(null)
5909834,Serbian,(null)
5909834,Spanish,(null)
5909834,"Tagalog (Pilipino, Filipino)",(null)
5909834,Tamil,(null)
5909834,Ukrainian,(null)
5909834,Vietnamese,(null)
5909835,Arabic,(null)
5909835,Cantonese,(null)
5909835,Croatian,(null)
5909835,Czech,(null)
5909835,Dutch,(null)
5909835,English,(null)
5909835,English and French,(null)
5909835,Finnish,(null)
5909835,French,(null)
5909835,German,(null)
5909835,Greek,(null)
5909835,Hindi,(null)
5909835,Hungarian,(null)
5909835,Ilocano,(null)
5909835,Italian,(null)
5909835,Japanese,(null)
5909835,Korean,(null)
5909835,Malay,(null)
5909835,Mandarin,(null)
5909835,Other non-official language,(null)
5909835,Panjabi (Punjabi),(null)
5909835,Persian (Farsi),(null)
5909835,Polish,(null)
5909835,Portuguese,(null)
5909835,Romanian,(null)
5909835,Russian,(null)
5909835,Serbian,(null)
5909835,Spanish,(null)
5909835,"Tagalog (Pilipino, Filipino)",(null)
5909835,Tamil,(null)
5909835,Ukrainian,(null)
5909835,Vietnamese,(null)
5909836,Arabic,(null)
5909836,Cantonese,(null)
5909836,Croatian,(null)
5909836,Czech,(null)
5909836,Dutch,(null)
5909836,English,(null)
5909836,English and French,(null)
5909836,Finnish,(null)
5909836,French,(null)
5909836,German,(null)
5909836,Greek,(null)
5909836,Hindi,(null)
5909836,Hungarian,(null)
5909836,Ilocano,(null)
5909836,Italian,(null)
5909836,Japanese,(null)
5909836,Korean,(null)
5909836,Malay,(null)
5909836,Mandarin,(null)
5909836,Other non-official language,(null)
5909836,Panjabi (Punjabi),(null)
5909836,Persian (Farsi),(null)
5909836,Polish,(null)
5909836,Portuguese,(null)
5909836,Romanian,(null)
5909836,Russian,(null)
5909836,Serbian,(null)
5909836,Spanish,(null)
5909836,"Tagalog (Pilipino, Filipino)",(null)
5909836,Tamil,(null)
5909836,Ukrainian,(null)
5909836,Vietnamese,(null)
5909837,Arabic,0
5909837,Cantonese,0
5909837,Croatian,0
5909837,Czech,0
5909837,Dutch,0
5909837,English,220
5909837,English and French,0
5909837,Finnish,0
5909837,French,0
5909837,German,0
5909837,Greek,0
5909837,Hindi,0
5909837,Hungarian,0
5909837,Ilocano,0
5909837,Italian,0
5909837,Japanese,0
5909837,Korean,0
5909837,Malay,0
5909837,Mandarin,0
5909837,Other non-official language,0
5909837,Panjabi (Punjabi),0
5909837,Persian (Farsi),0
5909837,Polish,0
5909837,Portuguese,0
5909837,Romanian,0
5909837,Russian,0
5909837,Serbian,0
5909837,Spanish,0
5909837,"Tagalog (Pilipino, Filipino)",0
5909837,Tamil,0
5909837,Ukrainian,0
5909837,Vietnamese,0
5909838,Arabic,(null)
5909838,Cantonese,(null)
5909838,Croatian,(null)
5909838,Czech,(null)
5909838,Dutch,(null)
5909838,English,(null)
5909838,English and French,(null)
5909838,Finnish,(null)
5909838,French,(null)
5909838,German,(null)
5909838,Greek,(null)
5909838,Hindi,(null)
5909838,Hungarian,(null)
5909838,Ilocano,(null)
5909838,Italian,(null)
5909838,Japanese,(null)
5909838,Korean,(null)
5909838,Malay,(null)
5909838,Mandarin,(null)
5909838,Other non-official language,(null)
5909838,Panjabi (Punjabi),(null)
5909838,Persian (Farsi),(null)
5909838,Polish,(null)
5909838,Portuguese,(null)
5909838,Romanian,(null)
5909838,Russian,(null)
5909838,Serbian,(null)
5909838,Spanish,(null)
5909838,"Tagalog (Pilipino, Filipino)",(null)
5909838,Tamil,(null)
5909838,Ukrainian,(null)
5909838,Vietnamese,(null)
5909839,Arabic,0
5909839,Cantonese,0
5909839,Croatian,0
5909839,Czech,0
5909839,Dutch,0
5909839,English,535
5909839,English and French,0
5909839,Finnish,0
5909839,French,0
5909839,German,0
5909839,Greek,0
5909839,Hindi,0
5909839,Hungarian,0
5909839,Ilocano,0
5909839,Italian,0
5909839,Japanese,0
5909839,Korean,0
5909839,Malay,0
5909839,Mandarin,0
5909839,Other non-official language,0
5909839,Panjabi (Punjabi),0
5909839,Persian (Farsi),0
5909839,Polish,0
5909839,Portuguese,0
5909839,Romanian,0
5909839,Russian,0
5909839,Serbian,0
5909839,Spanish,0
5909839,"Tagalog (Pilipino, Filipino)",0
5909839,Tamil,0
5909839,Ukrainian,0
5909839,Vietnamese,0
5909841,Arabic,0
5909841,Cantonese,0
5909841,Croatian,0
5909841,Czech,0
5909841,Dutch,0
5909841,English,45
5909841,English and French,0
5909841,Finnish,0
5909841,French,0
5909841,German,0
5909841,Greek,0
5909841,Hindi,0
5909841,Hungarian,0
5909841,Ilocano,0
5909841,Italian,0
5909841,Japanese,0
5909841,Korean,0
5909841,Malay,0
5909841,Mandarin,0
5909841,Other non-official language,5
5909841,Panjabi (Punjabi),0
5909841,Persian (Farsi),0
5909841,Polish,0
5909841,Portuguese,0
5909841,Romanian,0
5909841,Russian,0
5909841,Serbian,0
5909841,Spanish,0
5909841,"Tagalog (Pilipino, Filipino)",0
5909841,Tamil,0
5909841,Ukrainian,0
5909841,Vietnamese,0
5909842,Arabic,(null)
5909842,Cantonese,(null)
5909842,Croatian,(null)
5909842,Czech,(null)
5909842,Dutch,(null)
5909842,English,(null)
5909842,English and French,(null)
5909842,Finnish,(null)
5909842,French,(null)
5909842,German,(null)
5909842,Greek,(null)
5909842,Hindi,(null)
5909842,Hungarian,(null)
5909842,Ilocano,(null)
5909842,Italian,(null)
5909842,Japanese,(null)
5909842,Korean,(null)
5909842,Malay,(null)
5909842,Mandarin,(null)
5909842,Other non-official language,(null)
5909842,Panjabi (Punjabi),(null)
5909842,Persian (Farsi),(null)
5909842,Polish,(null)
5909842,Portuguese,(null)
5909842,Romanian,(null)
5909842,Russian,(null)
5909842,Serbian,(null)
5909842,Spanish,(null)
5909842,"Tagalog (Pilipino, Filipino)",(null)
5909842,Tamil,(null)
5909842,Ukrainian,(null)
5909842,Vietnamese,(null)
5909843,Arabic,(null)
5909843,Cantonese,(null)
5909843,Croatian,(null)
5909843,Czech,(null)
5909843,Dutch,(null)
5909843,English,(null)
5909843,English and French,(null)
5909843,Finnish,(null)
5909843,French,(null)
5909843,German,(null)
5909843,Greek,(null)
5909843,Hindi,(null)
5909843,Hungarian,(null)
5909843,Ilocano,(null)
5909843,Italian,(null)
5909843,Japanese,(null)
5909843,Korean,(null)
5909843,Malay,(null)
5909843,Mandarin,(null)
5909843,Other non-official language,(null)
5909843,Panjabi (Punjabi),(null)
5909843,Persian (Farsi),(null)
5909843,Polish,(null)
5909843,Portuguese,(null)
5909843,Romanian,(null)
5909843,Russian,(null)
5909843,Serbian,(null)
5909843,Spanish,(null)
5909843,"Tagalog (Pilipino, Filipino)",(null)
5909843,Tamil,(null)
5909843,Ukrainian,(null)
5909843,Vietnamese,(null)
5909844,Arabic,(null)
5909844,Cantonese,(null)
5909844,Croatian,(null)
5909844,Czech,(null)
5909844,Dutch,(null)
5909844,English,(null)
5909844,English and French,(null)
5909844,Finnish,(null)
5909844,French,(null)
5909844,German,(null)
5909844,Greek,(null)
5909844,Hindi,(null)
5909844,Hungarian,(null)
5909844,Ilocano,(null)
5909844,Italian,(null)
5909844,Japanese,(null)
5909844,Korean,(null)
5909844,Malay,(null)
5909844,Mandarin,(null)
5909844,Other non-official language,(null)
5909844,Panjabi (Punjabi),(null)
5909844,Persian (Farsi),(null)
5909844,Polish,(null)
5909844,Portuguese,(null)
5909844,Romanian,(null)
5909844,Russian,(null)
5909844,Serbian,(null)
5909844,Spanish,(null)
5909844,"Tagalog (Pilipino, Filipino)",(null)
5909844,Tamil,(null)
5909844,Ukrainian,(null)
5909844,Vietnamese,(null)
5909845,Arabic,0
5909845,Cantonese,0
5909845,Croatian,0
5909845,Czech,0
5909845,Dutch,0
5909845,English,90
5909845,English and French,0
5909845,Finnish,0
5909845,French,0
5909845,German,0
5909845,Greek,0
5909845,Hindi,0
5909845,Hungarian,0
5909845,Ilocano,0
5909845,Italian,0
5909845,Japanese,0
5909845,Korean,0
5909845,Malay,0
5909845,Mandarin,0
5909845,Other non-official language,0
5909845,Panjabi (Punjabi),0
5909845,Persian (Farsi),0
5909845,Polish,0
5909845,Portuguese,0
5909845,Romanian,0
5909845,Russian,0
5909845,Serbian,0
5909845,Spanish,0
5909845,"Tagalog (Pilipino, Filipino)",0
5909845,Tamil,0
5909845,Ukrainian,0
5909845,Vietnamese,0
5909847,Arabic,(null)
5909847,Cantonese,(null)
5909847,Croatian,(null)
5909847,Czech,(null)
5909847,Dutch,(null)
5909847,English,(null)
5909847,English and French,(null)
5909847,Finnish,(null)
5909847,French,(null)
5909847,German,(null)
5909847,Greek,(null)
5909847,Hindi,(null)
5909847,Hungarian,(null)
5909847,Ilocano,(null)
5909847,Italian,(null)
5909847,Japanese,(null)
5909847,Korean,(null)
5909847,Malay,(null)
5909847,Mandarin,(null)
5909847,Other non-official language,(null)
5909847,Panjabi (Punjabi),(null)
5909847,Persian (Farsi),(null)
5909847,Polish,(null)
5909847,Portuguese,(null)
5909847,Romanian,(null)
5909847,Russian,(null)
5909847,Serbian,(null)
5909847,Spanish,(null)
5909847,"Tagalog (Pilipino, Filipino)",(null)
5909847,Tamil,(null)
5909847,Ukrainian,(null)
5909847,Vietnamese,(null)
5909848,Arabic,(null)
5909848,Cantonese,(null)
5909848,Croatian,(null)
5909848,Czech,(null)
5909848,Dutch,(null)
5909848,English,(null)
5909848,English and French,(null)
5909848,Finnish,(null)
5909848,French,(null)
5909848,German,(null)
5909848,Greek,(null)
5909848,Hindi,(null)
5909848,Hungarian,(null)
5909848,Ilocano,(null)
5909848,Italian,(null)
5909848,Japanese,(null)
5909848,Korean,(null)
5909848,Malay,(null)
5909848,Mandarin,(null)
5909848,Other non-official language,(null)
5909848,Panjabi (Punjabi),(null)
5909848,Persian (Farsi),(null)
5909848,Polish,(null)
5909848,Portuguese,(null)
5909848,Romanian,(null)
5909848,Russian,(null)
5909848,Serbian,(null)
5909848,Spanish,(null)
5909848,"Tagalog (Pilipino, Filipino)",(null)
5909848,Tamil,(null)
5909848,Ukrainian,(null)
5909848,Vietnamese,(null)
5909849,Arabic,(null)
5909849,Cantonese,(null)
5909849,Croatian,(null)
5909849,Czech,(null)
5909849,Dutch,(null)
5909849,English,(null)
5909849,English and French,(null)
5909849,Finnish,(null)
5909849,French,(null)
5909849,German,(null)
5909849,Greek,(null)
5909849,Hindi,(null)
5909849,Hungarian,(null)
5909849,Ilocano,(null)
5909849,Italian,(null)
5909849,Japanese,(null)
5909849,Korean,(null)
5909849,Malay,(null)
5909849,Mandarin,(null)
5909849,Other non-official language,(null)
5909849,Panjabi (Punjabi),(null)
5909849,Persian (Farsi),(null)
5909849,Polish,(null)
5909849,Portuguese,(null)
5909849,Romanian,(null)
5909849,Russian,(null)
5909849,Serbian,(null)
5909849,Spanish,(null)
5909849,"Tagalog (Pilipino, Filipino)",(null)
5909849,Tamil,(null)
5909849,Ukrainian,(null)
5909849,Vietnamese,(null)
5909852,Arabic,(null)
5909852,Cantonese,(null)
5909852,Croatian,(null)
5909852,Czech,(null)
5909852,Dutch,(null)
5909852,English,(null)
5909852,English and French,(null)
5909852,Finnish,(null)
5909852,French,(null)
5909852,German,(null)
5909852,Greek,(null)
5909852,Hindi,(null)
5909852,Hungarian,(null)
5909852,Ilocano,(null)
5909852,Italian,(null)
5909852,Japanese,(null)
5909852,Korean,(null)
5909852,Malay,(null)
5909852,Mandarin,(null)
5909852,Other non-official language,(null)
5909852,Panjabi (Punjabi),(null)
5909852,Persian (Farsi),(null)
5909852,Polish,(null)
5909852,Portuguese,(null)
5909852,Romanian,(null)
5909852,Russian,(null)
5909852,Serbian,(null)
5909852,Spanish,(null)
5909852,"Tagalog (Pilipino, Filipino)",(null)
5909852,Tamil,(null)
5909852,Ukrainian,(null)
5909852,Vietnamese,(null)
5909875,Arabic,0
5909875,Cantonese,0
5909875,Croatian,0
5909875,Czech,0
5909875,Dutch,0
5909875,English,85
5909875,English and French,0
5909875,Finnish,0
5909875,French,0
5909875,German,0
5909875,Greek,0
5909875,Hindi,0
5909875,Hungarian,0
5909875,Ilocano,0
5909875,Italian,0
5909875,Japanese,0
5909875,Korean,0
5909875,Malay,0
5909875,Mandarin,0
5909875,Other non-official language,0
5909875,Panjabi (Punjabi),0
5909875,Persian (Farsi),0
5909875,Polish,0
5909875,Portuguese,0
5909875,Romanian,0
5909875,Russian,0
5909875,Serbian,0
5909875,Spanish,0
5909875,"Tagalog (Pilipino, Filipino)",0
5909875,Tamil,0
5909875,Ukrainian,0
5909875,Vietnamese,0
5909876,Arabic,(null)
5909876,Cantonese,(null)
5909876,Croatian,(null)
5909876,Czech,(null)
5909876,Dutch,(null)
5909876,English,(null)
5909876,English and French,(null)
5909876,Finnish,(null)
5909876,French,(null)
5909876,German,(null)
5909876,Greek,(null)
5909876,Hindi,(null)
5909876,Hungarian,(null)
5909876,Ilocano,(null)
5909876,Italian,(null)
5909876,Japanese,(null)
5909876,Korean,(null)
5909876,Malay,(null)
5909876,Mandarin,(null)
5909876,Other non-official language,(null)
5909876,Panjabi (Punjabi),(null)
5909876,Persian (Farsi),(null)
5909876,Polish,(null)
5909876,Portuguese,(null)
5909876,Romanian,(null)
5909876,Russian,(null)
5909876,Serbian,(null)
5909876,Spanish,(null)
5909876,"Tagalog (Pilipino, Filipino)",(null)
5909876,Tamil,(null)
5909876,Ukrainian,(null)
5909876,Vietnamese,(null)
5909877,Arabic,0
5909877,Cantonese,0
5909877,Croatian,0
5909877,Czech,0
5909877,Dutch,0
5909877,English,185
5909877,English and French,0
5909877,Finnish,0
5909877,French,0
5909877,German,0
5909877,Greek,0
5909877,Hindi,0
5909877,Hungarian,0
5909877,Ilocano,0
5909877,Italian,0
5909877,Japanese,0
5909877,Korean,0
5909877,Malay,0
5909877,Mandarin,0
5909877,Other non-official language,0
5909877,Panjabi (Punjabi),0
5909877,Persian (Farsi),0
5909877,Polish,0
5909877,Portuguese,0
5909877,Romanian,0
5909877,Russian,0
5909877,Serbian,0
5909877,Spanish,0
5909877,"Tagalog (Pilipino, Filipino)",0
5909877,Tamil,0
5909877,Ukrainian,0
5909877,Vietnamese,0
5909878,Arabic,0
5909878,Cantonese,0
5909878,Croatian,0
5909878,Czech,0
5909878,Dutch,0
5909878,English,80
5909878,English and French,0
5909878,Finnish,0
5909878,French,0
5909878,German,0
5909878,Greek,0
5909878,Hindi,0
5909878,Hungarian,0
5909878,Ilocano,0
5909878,Italian,0
5909878,Japanese,0
5909878,Korean,0
5909878,Malay,0
5909878,Mandarin,0
5909878,Other non-official language,0
5909878,Panjabi (Punjabi),0
5909878,Persian (Farsi),0
5909878,Polish,0
5909878,Portuguese,0
5909878,Romanian,0
5909878,Russian,0
5909878,Serbian,0
5909878,Spanish,0
5909878,"Tagalog (Pilipino, Filipino)",0
5909878,Tamil,0
5909878,Ukrainian,0
5909878,Vietnamese,0
5909879,Arabic,0
5909879,Cantonese,0
5909879,Croatian,0
5909879,Czech,0
5909879,Dutch,0
5909879,English,310
5909879,English and French,0
5909879,Finnish,0
5909879,French,0
5909879,German,0
5909879,Greek,0
5909879,Hindi,0
5909879,Hungarian,0
5909879,Ilocano,0
5909879,Italian,0
5909879,Japanese,0
5909879,Korean,0
5909879,Malay,0
5909879,Mandarin,0
5909879,Other non-official language,0
5909879,Panjabi (Punjabi),0
5909879,Persian (Farsi),0
5909879,Polish,0
5909879,Portuguese,0
5909879,Romanian,0
5909879,Russian,0
5909879,Serbian,0
5909879,Spanish,0
5909879,"Tagalog (Pilipino, Filipino)",0
5909879,Tamil,0
5909879,Ukrainian,0
5909879,Vietnamese,0
5909880,Arabic,0
5909880,Cantonese,0
5909880,Croatian,0
5909880,Czech,0
5909880,Dutch,0
5909880,English,170
5909880,English and French,10
5909880,Finnish,0
5909880,French,0
5909880,German,0
5909880,Greek,0
5909880,Hindi,0
5909880,Hungarian,0
5909880,Ilocano,0
5909880,Italian,0
5909880,Japanese,0
5909880,Korean,0
5909880,Malay,0
5909880,Mandarin,0
5909880,Other non-official language,0
5909880,Panjabi (Punjabi),0
5909880,Persian (Farsi),0
5909880,Polish,0
5909880,Portuguese,0
5909880,Romanian,0
5909880,Russian,0
5909880,Serbian,0
5909880,Spanish,0
5909880,"Tagalog (Pilipino, Filipino)",0
5909880,Tamil,0
5909880,Ukrainian,0
5909880,Vietnamese,0
5909881,Arabic,0
5909881,Cantonese,0
5909881,Croatian,0
5909881,Czech,0
5909881,Dutch,0
5909881,English,290
5909881,English and French,0
5909881,Finnish,0
5909881,French,5
5909881,German,0
5909881,Greek,0
5909881,Hindi,0
5909881,Hungarian,0
5909881,Ilocano,0
5909881,Italian,0
5909881,Japanese,0
5909881,Korean,0
5909881,Malay,0
5909881,Mandarin,0
5909881,Other non-official language,0
5909881,Panjabi (Punjabi),0
5909881,Persian (Farsi),0
5909881,Polish,0
5909881,Portuguese,0
5909881,Romanian,0
5909881,Russian,0
5909881,Serbian,0
5909881,Spanish,0
5909881,"Tagalog (Pilipino, Filipino)",0
5909881,Tamil,0
5909881,Ukrainian,0
5909881,Vietnamese,0
5909882,Arabic,0
5909882,Cantonese,0
5909882,Croatian,0
5909882,Czech,0
5909882,Dutch,0
5909882,English,110
5909882,English and French,0
5909882,Finnish,0
5909882,French,0
5909882,German,0
5909882,Greek,0
5909882,Hindi,0
5909882,Hungarian,0
5909882,Ilocano,0
5909882,Italian,0
5909882,Japanese,0
5909882,Korean,0
5909882,Malay,0
5909882,Mandarin,0
5909882,Other non-official language,0
5909882,Panjabi (Punjabi),0
5909882,Persian (Farsi),0
5909882,Polish,0
5909882,Portuguese,0
5909882,Romanian,0
5909882,Russian,0
5909882,Serbian,0
5909882,Spanish,0
5909882,"Tagalog (Pilipino, Filipino)",0
5909882,Tamil,0
5909882,Ukrainian,0
5909882,Vietnamese,0
5909883,Arabic,(null)
5909883,Cantonese,(null)
5909883,Croatian,(null)
5909883,Czech,(null)
5909883,Dutch,(null)
5909883,English,(null)
5909883,English and French,(null)
5909883,Finnish,(null)
5909883,French,(null)
5909883,German,(null)
5909883,Greek,(null)
5909883,Hindi,(null)
5909883,Hungarian,(null)
5909883,Ilocano,(null)
5909883,Italian,(null)
5909883,Japanese,(null)
5909883,Korean,(null)
5909883,Malay,(null)
5909883,Mandarin,(null)
5909883,Other non-official language,(null)
5909883,Panjabi (Punjabi),(null)
5909883,Persian (Farsi),(null)
5909883,Polish,(null)
5909883,Portuguese,(null)
5909883,Romanian,(null)
5909883,Russian,(null)
5909883,Serbian,(null)
5909883,Spanish,(null)
5909883,"Tagalog (Pilipino, Filipino)",(null)
5909883,Tamil,(null)
5909883,Ukrainian,(null)
5909883,Vietnamese,(null)
5909884,Arabic,0
5909884,Cantonese,0
5909884,Croatian,0
5909884,Czech,0
5909884,Dutch,0
5909884,English,775
5909884,English and French,0
5909884,Finnish,0
5909884,French,0
5909884,German,10
5909884,Greek,0
5909884,Hindi,0
5909884,Hungarian,0
5909884,Ilocano,0
5909884,Italian,0
5909884,Japanese,0
5909884,Korean,10
5909884,Malay,0
5909884,Mandarin,0
5909884,Other non-official language,0
5909884,Panjabi (Punjabi),0
5909884,Persian (Farsi),0
5909884,Polish,0
5909884,Portuguese,0
5909884,Romanian,0
5909884,Russian,0
5909884,Serbian,0
5909884,Spanish,0
5909884,"Tagalog (Pilipino, Filipino)",0
5909884,Tamil,0
5909884,Ukrainian,0
5909884,Vietnamese,0
5909885,Arabic,0
5909885,Cantonese,0
5909885,Croatian,0
5909885,Czech,0
5909885,Dutch,0
5909885,English,85
5909885,English and French,0
5909885,Finnish,0
5909885,French,0
5909885,German,0
5909885,Greek,0
5909885,Hindi,0
5909885,Hungarian,0
5909885,Ilocano,0
5909885,Italian,0
5909885,Japanese,0
5909885,Korean,0
5909885,Malay,0
5909885,Mandarin,0
5909885,Other non-official language,0
5909885,Panjabi (Punjabi),0
5909885,Persian (Farsi),0
5909885,Polish,0
5909885,Portuguese,0
5909885,Romanian,0
5909885,Russian,0
5909885,Serbian,0
5909885,Spanish,0
5909885,"Tagalog (Pilipino, Filipino)",0
5909885,Tamil,0
5909885,Ukrainian,0
5909885,Vietnamese,0
5915001,Arabic,90
5915001,Cantonese,125
5915001,Croatian,30
5915001,Czech,30
5915001,Dutch,85
5915001,English,95980
5915001,English and French,95
5915001,Finnish,5
5915001,French,215
5915001,German,145
5915001,Greek,30
5915001,Hindi,45
5915001,Hungarian,80
5915001,Ilocano,5
5915001,Italian,45
5915001,Japanese,105
5915001,Korean,2020
5915001,Malay,5
5915001,Mandarin,745
5915001,Other non-official language,785
5915001,Panjabi (Punjabi),1060
5915001,Persian (Farsi),75
5915001,Polish,100
5915001,Portuguese,35
5915001,Romanian,55
5915001,Russian,120
5915001,Serbian,30
5915001,Spanish,425
5915001,"Tagalog (Pilipino, Filipino)",195
5915001,Tamil,10
5915001,Ukrainian,10
5915001,Vietnamese,595
5915002,Arabic,30
5915002,Cantonese,35
5915002,Croatian,5
5915002,Czech,10
5915002,Dutch,10
5915002,English,22985
5915002,English and French,10
5915002,Finnish,0
5915002,French,60
5915002,German,30
5915002,Greek,5
5915002,Hindi,30
5915002,Hungarian,25
5915002,Ilocano,0
5915002,Italian,20
5915002,Japanese,20
5915002,Korean,205
5915002,Malay,5
5915002,Mandarin,105
5915002,Other non-official language,500
5915002,Panjabi (Punjabi),55
5915002,Persian (Farsi),50
5915002,Polish,50
5915002,Portuguese,20
5915002,Romanian,25
5915002,Russian,40
5915002,Serbian,20
5915002,Spanish,180
5915002,"Tagalog (Pilipino, Filipino)",90
5915002,Tamil,0
5915002,Ukrainian,5
5915002,Vietnamese,75
5915004,Arabic,1875
5915004,Cantonese,2685
5915004,Croatian,205
5915004,Czech,175
5915004,Dutch,120
5915004,English,325655
5915004,English and French,785
5915004,Finnish,40
5915004,French,1185
5915004,German,520
5915004,Greek,170
5915004,Hindi,6885
5915004,Hungarian,280
5915004,Ilocano,210
5915004,Italian,275
5915004,Japanese,435
5915004,Korean,6365
5915004,Malay,150
5915004,Mandarin,8575
5915004,Other non-official language,15620
5915004,Panjabi (Punjabi),73620
5915004,Persian (Farsi),1345
5915004,Polish,1300
5915004,Portuguese,435
5915004,Romanian,295
5915004,Russian,815
5915004,Serbian,240
5915004,Spanish,3370
5915004,"Tagalog (Pilipino, Filipino)",6410
5915004,Tamil,320
5915004,Ukrainian,190
5915004,Vietnamese,4440
5915007,Arabic,10
5915007,Cantonese,30
5915007,Croatian,0
5915007,Czech,10
5915007,Dutch,15
5915007,English,17345
5915007,English and French,30
5915007,Finnish,20
5915007,French,95
5915007,German,90
5915007,Greek,15
5915007,Hindi,5
5915007,Hungarian,15
5915007,Ilocano,10
5915007,Italian,15
5915007,Japanese,35
5915007,Korean,160
5915007,Malay,0
5915007,Mandarin,215
5915007,Other non-official language,210
5915007,Panjabi (Punjabi),80
5915007,Persian (Farsi),10
5915007,Polish,25
5915007,Portuguese,15
5915007,Romanian,15
5915007,Russian,85
5915007,Serbian,35
5915007,Spanish,25
5915007,"Tagalog (Pilipino, Filipino)",60
5915007,Tamil,0
5915007,Ukrainian,10
5915007,Vietnamese,20
5915011,Arabic,40
5915011,Cantonese,695
5915011,Croatian,20
5915011,Czech,40
5915011,Dutch,35
5915011,English,83750
5915011,English and French,145
5915011,Finnish,20
5915011,French,245
5915011,German,160
5915011,Greek,95
5915011,Hindi,770
5915011,Hungarian,40
5915011,Ilocano,30
5915011,Italian,65
5915011,Japanese,115
5915011,Korean,180
5915011,Malay,10
5915011,Mandarin,1320
5915011,Other non-official language,1880
5915011,Panjabi (Punjabi),7825
5915011,Persian (Farsi),75
5915011,Polish,135
5915011,Portuguese,70
5915011,Romanian,65
5915011,Russian,190
5915011,Serbian,45
5915011,Spanish,475
5915011,"Tagalog (Pilipino, Filipino)",475
5915011,Tamil,20
5915011,Ukrainian,10
5915011,Vietnamese,65
5915015,Arabic,640
5915015,Cantonese,26550
5915015,Croatian,85
5915015,Czech,65
5915015,Dutch,40
5915015,English,108390
5915015,English and French,355
5915015,Finnish,20
5915015,French,450
5915015,German,185
5915015,Greek,95
5915015,Hindi,455
5915015,Hungarian,55
5915015,Ilocano,75
5915015,Italian,65
5915015,Japanese,1140
5915015,Korean,600
5915015,Malay,145
5915015,Mandarin,17920
5915015,Other non-official language,21090
5915015,Panjabi (Punjabi),3630
5915015,Persian (Farsi),745
5915015,Polish,155
5915015,Portuguese,130
5915015,Romanian,145
5915015,Russian,1495
5915015,Serbian,150
5915015,Spanish,970
5915015,"Tagalog (Pilipino, Filipino)",3305
5915015,Tamil,125
5915015,Ukrainian,75
5915015,Vietnamese,405
5915020,Arabic,125
5915020,Cantonese,265
5915020,Croatian,0
5915020,Czech,5
5915020,Dutch,10
5915020,English,7355
5915020,English and French,25
5915020,Finnish,5
5915020,French,90
5915020,German,70
5915020,Greek,5
