CENSUS_SUBDIVISION_ID,ELEVATION_POINT,ELEVATION_MEAN,ELEVATION_MAX,ELEVATION_MIN
5943817,12.0,11.9556786704,29.0,4.0
5943836,21.0,39.2337823653,162.0,0.0
5943837,16.0,44.5167043456,92.0,0.0
5945006,242.0,534.377464565,3549.0,-8.0
5945010,1379.0,1389.02879715,3030.0,45.0
5945012,48.0,1020.40191771,2322.0,10.0
5945014,9.0,1015.37942824,2512.0,0.0
5945801,58.0,47.5757206659,165.0,0.0
5945802,241.0,153.710775911,1032.0,1.0
5945803,17.0,48.568879707,483.0,2.0
5947007,177.0,214.862911377,889.0,0.0
5947012,430.0,105.663365055,707.0,0.0
5947016,62.0,348.381461614,2210.0,0.0
5947021,1089.0,183.653294076,1824.0,-5.0
5947023,13.0,12.2664977385,95.0,0.0
5947026,12.0,92.0203106105,447.0,0.0
5947027,55.0,46.9041281745,1120.0,0.0
5947030,22.0,17.1201842408,94.0,0.0
5947032,281.0,51.5778235882,1159.0,0.0
5947803,15.0,11.5730446655,24.0,0.0
5947804,65.0,68.132771467,205.0,0.0
5947806,52.0,48.8717666483,140.0,0.0
5947807,2.0,32.9902854402,177.0,0.0
5947809,129.0,151.415893451,850.0,0.0
5947810,23.0,50.0191004997,265.0,0.0
5949005,13.0,144.406689213,874.0,0.0
5949011,218.0,145.025465044,310.0,49.0
5949013,171.0,963.176831181,2750.0,1.0
5949018,76.0,108.021291952,387.0,51.0
5949020,56.0,528.680439611,2704.0,-3.0
5949022,334.0,290.746510673,368.0,213.0
5949024,334.0,363.436437884,792.0,214.0
5949028,1079.0,950.422348461,2501.0,141.0
5949032,1035.0,1231.49572194,2475.0,0.0
5949035,24.0,639.23052812,2251.0,0.0
5949038,837.0,1250.51049577,2307.0,204.0
5949039,251.0,1017.99876272,2728.0,0.0
5949041,814.0,1254.61693901,3092.0,0.0
5949802,82.0,88.1980530379,498.0,0.0
5949803,32.0,53.7665463297,224.0,0.0
5949804,78.0,175.284831673,621.0,50.0
5949805,82.0,84.137774903,133.0,75.0
5949807,59.0,58.9565217391,61.0,52.0
5949810,407.0,414.981702128,435.0,394.0
5949811,326.0,306.891209325,352.0,223.0
5949812,242.0,264.032410321,344.0,211.0
5949813,244.0,271.266451166,502.0,228.0
5949814,297.0,259.334187811,371.0,180.0
5949815,347.0,374.129420432,470.0,318.0
5949816,179.0,209.279026814,355.0,168.0
5949817,398.0,410.463961668,536.0,361.0
5949818,233.0,240.869047619,319.0,219.0
5949819,444.0,422.249446903,456.0,402.0
5949820,419.0,412.297456493,457.0,359.0
5949830,841.0,841.941422594,846.0,836.0
5949832,854.0,864.049303323,916.0,844.0
5949843,291.0,290.356997972,301.0,281.0
5949844,157.0,111.285472973,180.0,79.0
5949845,792.0,787.890532544,824.0,753.0
5949846,340.0,320.722574509,453.0,205.0
5949847,388.0,427.521422451,504.0,324.0
5951007,636.0,672.039652515,753.0,630.0
5951009,708.0,723.909680408,1088.0,674.0
5951013,815.0,783.166057931,992.0,680.0
5951015,918.0,1066.66065909,2250.0,0.0
5951017,1103.0,943.55381103,1657.0,661.0
5951019,847.0,915.321491195,1540.0,618.0
5951022,801.0,741.78908604,811.0,698.0
5951028,921.0,1023.35088068,1754.0,678.0
5951031,852.0,1086.7498747,2632.0,678.0
5951032,852.0,746.416298012,1024.0,563.0
5951034,596.0,650.449485977,967.0,573.0
5951038,547.0,536.045618557,601.0,496.0
5951043,500.0,499.705034213,618.0,447.0
5951051,564.0,1046.24175629,2609.0,372.0
5951053,971.0,1086.98000558,2581.0,315.0
5951801,682.0,697.338235294,769.0,676.0
5951802,697.0,695.307163531,757.0,672.0
5951803,698.0,701.399922345,805.0,680.0
5951804,681.0,682.188932364,687.0,678.0
5951805,696.0,696.855035537,769.0,678.0
5951806,694.0,709.189210321,793.0,676.0
5951807,677.0,708.898771736,855.0,671.0
5951809,729.0,729.418127485,759.0,709.0
5951810,699.0,699.144582701,742.0,680.0
5951811,699.0,697.617241379,703.0,687.0
5951813,728.0,728.19266055,737.0,719.0
5951814,713.0,729.813641061,813.0,687.0
5951815,731.0,718.427446569,748.0,700.0
5951818,830.0,869.10890407,986.0,729.0
5951819,964.0,938.996606335,969.0,911.0
5951820,700.0,700.418786693,708.0,696.0
5951821,795.0,798.285848172,817.0,781.0
5951822,721.0,738.78302315,792.0,716.0
5951823,871.0,867.267672008,908.0,819.0
5951824,876.0,888.355355355,958.0,860.0
5951825,787.0,770.4625,833.0,717.0
5951826,786.0,793.588926174,830.0,771.0
5951827,748.0,749.237704918,769.0,725.0
5951828,768.0,762.807659574,887.0,709.0
5951829,731.0,722.6829559,738.0,711.0
5951830,781.0,775.141285211,817.0,717.0
5951833,824.0,785.742424242,846.0,717.0
5951840,781.0,777.710865562,791.0,771.0
5951844,712.0,713.632478632,753.0,700.0
5951845,753.0,761.274509804,884.0,711.0
5951846,772.0,783.157359612,974.0,711.0
5951847,735.0,736.848484848,766.0,713.0
5951848,694.0,708.860129112,770.0,688.0
5951849,701.0,700.622192867,715.0,686.0
5953007,784.0,793.007655502,884.0,772.0
5953012,723.0,723.031903485,734.0,707.0
5953019,786.0,1649.45244437,3955.0,627.0
5953023,597.0,685.750027899,890.0,561.0
5953033,695.0,710.644236482,1242.0,665.0
5953038,801.0,745.933334427,994.0,571.0
5953042,903.0,793.059889467,1432.0,508.0
5953044,774.0,828.115958442,1752.0,546.0
5953046,1138.0,955.500804971,1735.0,522.0
5953048,990.0,1127.82962484,3265.0,567.0
5953050,692.0,986.54510719,2512.0,592.0
5953801,577.0,582.212297238,668.0,573.0
5953802,760.0,728.062736021,807.0,675.0
5955003,1297.0,1212.85915029,2038.0,711.0
5955005,652.0,649.277727135,712.0,602.0
5955010,893.0,845.974642638,1395.0,570.0
5955014,663.0,675.168385144,757.0,624.0
5955021,943.0,1108.83965056,2803.0,0.0
5955023,625.0,1063.25948415,2466.0,401.0
5955025,718.0,733.1349087,1432.0,443.0
5955030,480.0,494.975554941,623.0,403.0
5955034,690.0,680.148943788,718.0,474.0
5955040,1195.0,1161.54548275,3020.0,0.0
5955042,682.0,649.778498229,883.0,394.0
5955801,742.0,767.262170567,1039.0,692.0
5955802,801.0,732.334137477,923.0,697.0
5955803,672.0,661.847541805,712.0,626.0
5955804,642.0,658.058782886,692.0,618.0
5955807,765.0,763.740011581,784.0,754.0
5955808,666.0,627.466290249,721.0,545.0
5955812,698.0,701.87347745,743.0,671.0
5957022,1170.0,1257.15307947,4658.0,0.0
5957802,687.0,685.057692308,696.0,670.0
5957803,696.0,698.148871856,757.0,668.0
5957804,755.0,736.902527076,766.0,707.0
5957813,585.0,584.607623318,593.0,578.0
5957814,583.0,587.59895288,604.0,576.0
5959007,368.0,756.68788391,2939.0,0.0
5959805,352.0,349.657754011,354.0,342.0
5959806,383.0,370.50157243,449.0,282.0
5959809,360.0,362.918309859,368.0,358.0
5959810,583.0,575.623674162,614.0,534.0
