census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,8411,Underground mine service and support workers,26.95,16.66,32.7,EI 2011-12 PR NOC4,26.95,16.66,32.7,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25,16.66,33.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,25,14.5,30.75,Reference Period:л_2011-2012,Source: Employment Insurance Data,29.8,23,34.01,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,8412,Oil and gas well drilling and related workers and services operators,31.5,26,36.5,EI 2011-12 PR NOC4,31,26,37.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,30,25.89,35,Reference Period:л_2010-2011,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,32.5,28,36.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,31.75,25,36,Reference Period:л_2011-2012,Source: Employment Insurance Data,30.54,26,36,Reference Period:л_2011-2012,Source: Employment Insurance Data,30.5,26.5,36,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,8421,Chain saw and skidder operators,25,15,35,LFS 2011-12 PR NOC3,25,15,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26.5,22,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,25,15,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,15,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,15,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,15,35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,8422,Silviculture and forestry workers,20,16,29.29,EI 2011-12 PR NOC4,20.14,17,32.25,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,16,29.29,Reference Period:л_2011-2012,Source: Employment Insurance Data,21.8,15.5,28.54,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,15,27,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,16,26,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,18,26.63,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,17,29.33,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,8431,General farm workers,14,10.25,22.05,LFS 2011-12 PR NOC4,13,10.25,19.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,12,10.25,16,Reference Period:л_2011-2012,Source: Employment Insurance Data,13,10.25,20,Reference Period:л_2011-2012,Source: Employment Insurance Data,13,10.25,20,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,14,10.5,18.5,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,8432,Nursery and greenhouse workers,12,10.25,20.51,LFS 2011-12 PR NOC4,12,10.25,20.51,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13,11,17.96,Reference Period:л_2011-2012,Source: Employment Insurance Data,11.5,10.25,17.28,Reference Period:л_2011-2012,Source: Employment Insurance Data,12,10.25,20.1,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,20.51,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,8441,Fishing vessel deckhands,18.7,10.62,40,EI 2011-12 PR NOC4,16.49,10.25,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.84,11.71,42.72,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,8442,Trappers and hunters,,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,8611,Harvesting labourers,10.5,10.25,17.72,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,10.25,10.25,18.9,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,8612,Landscaping and grounds maintenance labourers,17,11,26,LFS 2011-12 PR NOC4,18.76,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17,11,26,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15,10.25,24,Reference Period:л_2011-2012,Source: Employment Insurance Data,17,11,26,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,17,10.25,26.2,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,8613,Aquaculture and marine harvest labourers,16,12,24,EI 2011-12 PR NOC4,17,13.5,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,8614,Mine labourers,22,15,30,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.25,15,28,Reference Period:л_2011-2012,Source: Employment Insurance Data,22.39,15,32,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,16,28,Reference Period:л_2011-2012,Source: Employment Insurance Data,23.19,12.21,31.76,Reference Period:л_2011-2012,Source: Employment Insurance Data,21.31,12.62,28.91,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,8615,"Oil and gas drilling, servicing and related labourers",26.5,19,30,EI 2011-12 PR NOC4,27,20,30.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,22,18,27.9,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,27,20,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,26.4,18,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,27,19,30.25,Reference Period:л_2011-2012,Source: Employment Insurance Data,27,20,30.5,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,8616,Logging and forestry labourers,21,13.5,30.2,EI 2011-12 PR NOC4,25,15,31.09,Reference Period:л_2011-2012,Source: Employment Insurance Data,21.85,10.25,35.68,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,22,12,30.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,20,12.24,29.8,Reference Period:л_2011-2012,Source: Employment Insurance Data,19.85,12,30,Reference Period:л_2011-2012,Source: Employment Insurance Data,23,15,32.85,Reference Period:л_2011-2012,Source: Employment Insurance Data,21.82,10.25,25.75,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,9211,"Supervisors, mineral and metal processing",27,16.2,41.83,LFS 2011-12 PR NOC3,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,29.92,11.05,38.22,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,23.5,14.65,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9212,"Supervisors, petroleum, gas and chemical processing and utilities",27,16.2,41.83,EI 2011-12 PR NOC4,27,16.2,41.83,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,9213,"Supervisors, food, beverage and associated products processing",22.63,14.65,38.46,LFS 2011-12 PR NOC4,22.63,14.65,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.63,14.65,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,22.63,14.65,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9214,"Supervisors, plastic and rubber products manufacturing",20,12.36,35.56,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20,12.36,35.56,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,20.2,10.25,29.51,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9215,"Supervisors, forest products processing",28,17,38.08,LFS 2011-12 PR NOC4,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28,17,38.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,9221,"Supervisors, motor vehicle assembling",24.21,19.84,49.73,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.02,20.89,49.79,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.78,19.84,33.39,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9222,"Supervisors, electronics manufacturing",21.79,14,29,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.57,14,29,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,9223,"Supervisors, electrical products manufacturing",24.37,15.43,39.82,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20.93,13.04,37.74,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9224,"Supervisors, furniture and fixtures manufacturing",21,13.68,26.5,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21,13.68,26.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",15.95,10.25,19.62,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15.95,10.25,19.62,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9226,"Supervisors, other mechanical and metal products manufacturing",26.09,11.25,42.72,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.36,11.24,30.39,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,26.87,16.09,42.88,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9227,"Supervisors, other products manufacturing and assembly",28.85,17.32,40.25,LFS 2011-12 PR NOC3,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27,14.2,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9231,"Central control and process operators, mineral and metal processing",28.94,17.96,38.82,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,31.33,10.25,44.67,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,32.85,14.96,34.85,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,25.69,18.04,32.54,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,25.86,20.37,30.75,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,9232,"Petroleum, gas and chemical process operators",25,15.45,37.66,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,34.35,16.25,55.76,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.69,10.25,46.64,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9235,"Pulping, papermaking and coating control operators",33.77,26.09,47.3,Census 2006 PR NOC4,33.64,25.4,47.27,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,36.58,27.27,48.02,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,33.91,30.23,48.55,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,33,25.39,41.6,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,9411,"Machine operators, mineral and metal processing",26.89,15.46,35.26,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30.39,23.96,37.27,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,22.88,15.46,40.76,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,26.57,14.74,34.88,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,21.71,10.25,26.23,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
